time,addr,bus,data
785.117165846,353,129,001e0000008007
785.117165846,837,1,b103ff0000000003
785.117165846,867,1,b1fa9d069b000a61
785.117165846,868,1,b1ffee6800000075
785.117165846,869,1,b1fb55ffe10a005b
785.117165846,880,1,b107ff0000000032
785.117165846,881,1,b107ff0000000033
785.117165846,882,1,b107ff0000000034
785.117165846,883,1,b1002a47bd50a04d
785.117165846,884,1,b1006a07c148701a
785.117165846,885,1,b1009307fe606790
785.117165846,896,1,b10000000000003c
785.117165846,897,1,b10000007fcb23aa
785.117165846,898,1,b17fe4345b4b40bb
785.117165846,899,1,b17bd68660c00238
785.122457253,4097,CarState,25e8008e25ca0000
785.122457253,4098,CarState,fffffb4f000010bd
785.122457253,4099,CarState,002612
785.122457253,4096,CarState,03ca03c803c903c0
785.12715569,180,0,00000000c40d9e2b
785.12715569,740,128,95007e00fe
785.12715569,296,129,f40190830037
785.12715569,835,128,007863c0000000e9
785.12715569,643,128,0000000000008c
785.12715569,740,2,a20000008d
785.12715569,170,0,2812280928002812
785.12715569,170,130,2812280928002812
785.12715569,321,129,00000046
785.12715569,512,128,0255042f8500
785.12715569,552,0,00a000ce
785.12715569,552,130,00a000ce
785.12715569,466,0,e824017e00208006
785.12715569,466,130,e824017e00208006
785.12715569,576,1,4841c82f06df2c16
785.12715569,577,1,4000100100100100
785.12715569,580,1,4001100100de6d16
785.12715569,581,1,4000100100100100
785.12715569,584,1,4000010000000000
785.12715569,610,0,0000000b74
785.12715569,610,130,0000000b74
785.12715569,1126,1,2420b1
785.132697669,4097,CarState,25e6008625ce0000
785.132697669,4098,CarState,fffffb4f000010bd
785.132697669,4099,CarState,002612
785.132697669,4096,CarState,03c703c903c903c4
785.137166888,180,130,00000000c40d9e2b
785.137166888,37,0,0fff00005001008c
785.137166888,37,130,0fff00005001008c
785.137166888,547,0,000000000000002d
785.137166888,547,130,000000000000002d
785.137166888,464,0,0be310000034040f
785.137166888,464,130,0be310000034040f
785.137166888,36,0,020201fd41f380e2
785.137166888,36,130,020201fd41f380e2
785.137166888,740,128,970088000a
785.137166888,705,0,0004f103ebbf0774
785.137166888,705,130,0004f103ebbf0774
785.137166888,608,0,08ffc30000006ca0
785.137166888,608,130,08ffc30000006ca0
785.137166888,170,0,2818280e28152814
785.137166888,170,130,2818280e28152814
785.137166888,452,0,05f41c080000cab4
785.137166888,452,130,05f41c080000cab4
785.137166888,849,0,00000000
785.137166888,849,130,00000000
785.137166888,513,0,01eb03d504d9
785.137166888,513,130,01eb03d504d9
785.137166888,467,0,00a84181fc000042
785.137166888,467,130,00a84181fc000042
785.137166888,800,0,000000000400002f
785.137166888,800,130,000000000400002f
785.137166888,528,1,5e4fbaf0a0e78179
785.137166888,529,1,5e05fc06a0e85058
785.14217944,4097,CarState,25e8008625e60000
785.14217944,4098,CarState,fffffc1800000f7f
785.14217944,4099,CarState,002612
785.14217944,4096,CarState,03c803cb03ca03ca
785.14715819,542,1,5efff8000000007d
785.14715819,543,1,5efff8000000007e
785.14715819,37,0,0fff0000700100ac
785.14715819,37,130,0fff0000700100ac
785.14715819,544,1,5e0600000004089a
785.14715819,36,0,0202020141f880ec
785.14715819,545,1,5e040000180604af
785.14715819,36,130,0202020141f880ec
785.14715819,546,1,5efc6400000404f2
785.14715819,547,1,5efe000000040895
785.14715819,548,1,5e0000000006089a
785.14715819,549,1,5efc000000040895
785.14715819,740,128,9900800004
785.14715819,740,2,a600000091
785.14715819,170,0,281d281928072810
785.14715819,170,130,281d281928072810
785.14715819,186,0,01fd00bc
785.14715819,186,130,01fd00bc
785.14715819,548,0,0000000000010008
785.14715819,548,130,0000000000010008
785.14715819,321,129,00000046
785.14715819,512,128,02580432860d
785.14715819,552,0,00e1000f
785.14715819,552,130,00e1000f
785.14715819,426,0,0000000000b1
785.14715819,426,130,0000000000b1
785.14715819,530,1,5e1192fee8032127
785.14715819,531,1,5e2b1a0dc0e79105
785.14715819,532,1,5e68a2eca0e7e9e2
785.14715819,533,1,5e4a56ef40e7a1d4
785.14715819,534,1,5e08d0f7e0d5797b
785.14715819,535,1,5e22d80e60e7a977
785.14715819,536,1,5e134aff6002e927
785.14715819,537,1,5e1196fee003212a
785.14715819,538,1,5e23aaff8003d8a9
785.14715819,539,1,5e2e060ce0f269fe
785.14715819,540,1,5efff8000000007b
785.14715819,541,1,5efff8000000007c
785.151916367,4097,CarState,25e9008525e40000
785.151916367,4098,CarState,fffffcdf00000f7f
785.151916367,4099,CarState,002612
785.151916367,4096,CarState,03cb03cc03c903c6
785.157153138,180,0,00000000c80dac3d
785.157153138,180,130,00000000c80dac3d
785.157153138,37,0,00000000a00100ce
785.157153138,37,130,00000000a00100ce
785.157153138,547,0,000000000000002d
785.157153138,547,130,000000000000002d
785.157153138,36,0,0202020141f480e8
785.157153138,36,130,0202020141f480e8
785.157153138,740,128,9b006700ed
785.157153138,296,129,f40190830037
785.157153138,835,128,007863c0000000e9
785.157153138,643,128,0000000000008c
785.157153138,550,1,5e00000000060498
785.157153138,836,128,0000010000000050
785.157153138,551,1,5e00000000060499
785.157153138,552,1,5e0264a248de
785.157153138,553,1,5efa64a244d3
785.157153138,608,0,08ffd80000007ec7
785.157153138,608,130,08ffd80000007ec7
785.157153138,170,0,2825282227f82815
785.157153138,554,1,5e0064c248fe
785.157153138,170,130,2825282227f82815
785.157153138,555,1,5e0200b2488d
785.157153138,556,1,5e0000000092
785.157153138,557,1,5e0000000093
785.157153138,558,1,5e0000000094
785.157153138,559,1,5e0000000095
785.157153138,452,0,05f61c080000cab6
785.157153138,291,1,0108090d40008a
785.157153138,452,130,05f61c080000cab6
785.157153138,560,1,5e7fff3d6200b4
785.157153138,561,1,5e001bf6000003ad
785.157153138,562,1,5e00fe00fe00fe94
785.157153138,976,1,af8080808080808a
785.157153138,977,1,af8080808080808b
785.157153138,978,1,af8080808080808c
785.157153138,979,1,af8080808080808d
785.157153138,513,0,01ec03d60591
785.157153138,513,130,01ec03d60591
785.157153138,466,0,e824017e00208006
785.157153138,466,130,e824017e00208006
785.161832148,4097,CarState,25ea008525e90000
785.161832148,4098,CarState,fffffda70000101e
785.161832148,4099,CarState,002612
785.161832148,4096,CarState,03ce03cf03ca03c2
785.167162513,37,0,00000000e012001f
785.167162513,37,130,00000000e012001f
785.167162513,464,0,0bf310000034041f
785.167162513,464,130,0bf310000034041f
785.167162513,36,0,0201020341f180e6
785.167162513,36,130,0201020341f180e6
785.167162513,740,128,9d004e00d6
785.167162513,186,0,020100c1
785.167162513,186,130,020100c1
785.167162513,548,0,0000000000010008
785.167162513,548,130,0000000000010008
785.167162513,321,129,00000046
785.167162513,512,128,025a043487e6
785.167162513,467,0,00a84181fb000041
785.167162513,467,130,00a84181fb000041
785.167162513,610,0,0000000b74
785.167162513,610,130,0000000b74
785.1721230339999,4097,CarState,25eb008525e90000
785.1721230339999,4098,CarState,ffffff370000101e
785.1721230339999,4099,CarState,002612
785.1721230339999,4096,CarState,03ce03cf03ca03c2
785.177161523,180,0,00000000d00dac45
785.177161523,180,130,00000000d00dac45
785.177161523,37,0,000000000012003f
785.177161523,37,130,000000000012003f
785.177161523,547,0,000000000000002d
785.177161523,547,130,000000000000002d
785.177161523,36,0,0201020541ef80e6
785.177161523,36,130,0201020541ef80e6
785.177161523,740,128,9f003500bf
785.177161523,740,2,a800000093
785.177161523,705,0,0004e603ebbf086a
785.177161523,705,130,0004e603ebbf086a
785.177161523,608,0,08ffcf0000004585
785.177161523,608,130,08ffcf0000004585
785.177161523,170,0,281428232801281d
785.177161523,170,130,281428232801281d
785.177161523,513,0,01ed03d5065a
785.177161523,513,130,01ed03d5065a
785.177161523,552,0,00c800f6
785.177161523,552,130,00c800f6
785.177161523,576,1,6844c5db0cc3ea0c
785.177161523,577,1,6811c11e16df3016
785.177161523,580,1,6004100100dd840c
785.177161523,581,1,6001100100de4616
785.177161523,584,1,6000010000000000
785.182133294,4097,CarState,25ec008425ea0000
785.182133294,4098,CarState,000000000000101e
785.182133294,4099,CarState,002612
785.182133294,4096,CarState,03ce03ca03cc03c4
785.182515846,4101,Health,34ca2f07
785.183076211,4102,Thermal,0000000000000000
785.183076211,4103,Thermal,0000000080002703
785.183076211,4104,Thermal,07a2d92d
785.187176107,740,128,a1001c00a8
785.187176107,296,129,f40190830037
785.187176107,835,128,007863c0000000e9
785.187176107,643,128,0000000000008c
785.187176107,170,0,281b281027d82814
785.187176107,170,130,281b281027d82814
785.187176107,452,0,05f91c080000cab9
785.187176107,452,130,05f91c080000cab9
785.187176107,186,0,020500c5
785.187176107,186,130,020500c5
785.187176107,321,129,00000046
785.187176107,512,128,025b0435889b
785.187176107,800,0,0000000005000030
785.187176107,800,130,0000000005000030
785.187176107,528,1,5f4f60f0a0e76100
785.187176107,529,1,5f059e06a0e840eb
785.187176107,352,129,0000081201319c51
785.187176107,353,129,001e0000008007
785.187176107,951,0,0000000000000008
785.187176107,951,130,0000000000000008
785.1918268879999,4097,CarState,25e8007725bf0000
785.1918268879999,4098,CarState,000000000000101e
785.1918268879999,4099,CarState,002612
785.1918268879999,4096,CarState,03c903cc03ca03b9
785.197162252,542,1,5ffff8000000007e
785.197162252,543,1,5ffff8000000007f
785.197162252,37,0,0000000020140061
785.197162252,37,130,0000000020140061
785.197162252,464,0,0be5100000340411
785.197162252,544,1,5ff2000000040887
785.197162252,464,130,0be5100000340411
785.197162252,36,0,020001ed41f180ce
785.197162252,545,1,5ffc0000180604a8
785.197162252,36,130,020001ed41f180ce
785.197162252,546,1,5ffe6400000404f5
785.197162252,547,1,5f0200000004089a
785.197162252,548,1,5f0000000006089b
785.197162252,549,1,5ff8000000040892
785.197162252,740,128,a300030091
785.197162252,740,2,ac00000097
785.197162252,608,0,08ffe50000001a70
785.197162252,608,130,08ffe50000001a70
785.197162252,170,0,2822281a27b6280e
785.197162252,170,130,2822281a27b6280e
785.197162252,849,0,00000000
785.197162252,849,130,00000000
785.197162252,548,0,0000000000010008
785.197162252,548,130,0000000000010008
785.197162252,513,0,01ed03d60723
785.197162252,513,130,01ed03d60723
785.197162252,552,0,00f50023
785.197162252,552,130,00f50023
785.197162252,466,0,e824017e001f8005
785.197162252,466,130,e824017e001f8005
785.197162252,467,0,00a84181fb000041
785.197162252,467,130,00a84181fb000041
785.197162252,426,0,0000000000b1
785.197162252,426,130,0000000000b1
785.197162252,530,1,5f119cfee8031122
785.197162252,531,1,5f2a860de0e7a1a1
785.197162252,532,1,5f6842eca0e7e983
785.197162252,533,1,5f49eeef20e7913c
785.197162252,534,1,5f0826f760d57952
785.197162252,535,1,5f22600e60e791e8
785.197162252,536,1,5f136cff200291b2
785.197162252,537,1,5f119cff00030132
785.197162252,538,1,5f2392ff2003c01a
785.197162252,539,1,5f2dd00ce0f269c8
785.197162252,540,1,5ffff8000000007c
785.197162252,541,1,5ffff8000000007d
785.2025472519999,4097,CarState,25e2006625af0000
785.2025472519999,4098,CarState,000000c80000106e
785.2025472519999,4099,CarState,002612
785.2025472519999,4096,CarState,03cb03ce03c803b0
785.207161523,180,0,00000000d40daf4c
785.207161523,180,130,00000000d40daf4c
785.207161523,37,0,0000000050140091
785.207161523,37,130,0000000050140091
785.207161523,547,0,000000000000002d
785.207161523,547,130,000000000000002d
785.207161523,36,0,020001f641f680dc
785.207161523,36,130,020001f641f680dc
785.207161523,740,128,a5fff60085
785.207161523,550,1,5f00000000060ca1
785.207161523,836,128,0000010000000050
785.207161523,551,1,5ffa000000040492
785.207161523,705,0,0004e003edbf0866
785.207161523,552,1,5fe864a248c5
785.207161523,705,130,0004e003edbf0866
785.207161523,553,1,5ff864a244d2
785.207161523,170,0,2811282827d92817
785.207161523,554,1,5ffc64c048f9
785.207161523,170,130,2811282827d92817
785.207161523,555,1,5f0000b2488c
785.207161523,556,1,5f0000000093
785.207161523,557,1,5f0000000094
785.207161523,558,1,5f0000000095
785.207161523,559,1,5f0000000096
785.207161523,452,0,05f61c080000cab6
785.207161523,452,130,05f61c080000cab6
785.207161523,560,1,5f7fff3d6300b6
785.207161523,561,1,5f001bf6000003ae
785.207161523,562,1,5f00fe00fe00fe95
785.207161523,321,129,00000046
785.207161523,512,128,0262043c8969
785.207161523,610,0,0000000b74
785.207161523,610,130,0000000b74
785.21534194,4097,CarState,25e0005f25cb0000
785.21534194,4098,CarState,000001f40000106e
785.21534194,4099,CarState,002612
785.21534194,4096,CarState,03cf03c903cb03b9
785.216138659,4100,UbloxGnss,000001fb08511212
785.217179544,37,0,000000006012009f
785.217179544,37,130,000000006012009f
785.217179544,36,0,0200020a41ff80fa
785.217179544,36,130,0200020a41ff80fa
785.217179544,740,128,a7ffec007d
785.217179544,296,129,f40190830037
785.217179544,835,128,007863c0000000e9
785.217179544,643,128,0000000000008c
785.217179544,740,2,ae00000099
785.217179544,608,0,08fff10000ffcd2e
785.217179544,608,130,08fff10000ffcd2e
785.217179544,170,0,28132823280127ef
785.217179544,186,0,01f600b5
785.217179544,186,130,01f600b5
785.217179544,548,0,0000000000010008
785.217179544,548,130,0000000000010008
785.217179544,513,0,01ed03d508df
785.217179544,513,130,01ed03d508df
785.217179544,552,0,005f008d
785.217179544,832,1,b203ff00000000ff
785.217179544,833,1,b203ff0000000000
785.217179544,834,1,b203ff0000000001
785.217179544,835,1,b203ff0000000002
785.217179544,836,1,b203ff0000000003
785.217179544,837,1,b203ff0000000004
785.217179544,867,1,b2faa106a0ffd636
785.217179544,868,1,b2ffeb6800000073
785.217179544,869,1,b2fda6fff21300c9
785.217179544,880,1,b207ff0000000033
785.217179544,881,1,b207ff0000000034
785.217179544,882,1,b207ff0000000035
785.217179544,883,1,b207ff0000000036
785.217179544,884,1,b2005b07c248811e
785.217179544,885,1,b2009007fe60658c
785.217179544,896,1,b20000000000003d
785.217179544,897,1,b20000000000003e
785.217179544,898,1,b27fe8345e4e3dc3
785.217179544,899,1,b27bd68660c0073e
785.222542669,4097,CarState,25de005825c90000
785.222542669,4098,CarState,000002580000101e
785.222542669,4099,CarState,002612
785.222542669,4096,CarState,03ce03c903c003c4
785.227154232,180,0,00000000d80dac4d
785.227154232,180,130,00000000d80dac4d
785.227154232,37,0,00000000701200af
785.227154232,37,130,00000000701200af
785.227154232,547,0,000000000000002d
785.227154232,547,130,000000000000002d
785.227154232,36,0,0200020141fd80ef
785.227154232,36,130,0200020141fd80ef
785.227154232,740,128,a9ffe20075
785.227154232,170,130,28132823280127ef
785.227154232,321,129,00000046
785.227154232,512,128,0265043f8a98
785.227154232,552,130,005f008d
785.227154232,466,0,e824017c00208004
785.227154232,466,130,e824017c00208004
785.227154232,576,1,8844c5db0cc3ea0c
785.227154232,577,1,8811c11e16df3016
785.227154232,580,1,8004100100dd840c
785.227154232,581,1,8001100100de4616
785.227154232,584,1,8000010000000000
785.227154232,467,0,00a84181fc000042
785.227154232,467,130,00a84181fc000042
785.231927982,4097,CarState,25dd005225c90000
785.231927982,4098,CarState,000002bb0000101e
785.231927982,4099,CarState,002612
785.231927982,4096,CarState,03ce03c903c003c4
785.237158555,37,0,00000000701100ae
785.237158555,37,130,00000000701100ae
785.237158555,464,0,0be110000034040d
785.237158555,464,130,0be110000034040d
785.237158555,36,0,01ff01f641f880dc
785.237158555,36,130,01ff01f641f880dc
785.237158555,740,128,abffd8006d
785.237158555,705,0,0004f003e9bf0973
785.237158555,705,130,0004f003e9bf0973
785.237158555,608,0,08fff80000ffbe26
785.237158555,608,130,08fff80000ffbe26
785.237158555,170,0,281e281b28122804
785.237158555,170,130,281e281b28122804
785.237158555,452,0,05f31c080000cab3
785.237158555,452,130,05f31c080000cab3
785.237158555,186,0,020100c1
785.237158555,186,130,020100c1
785.237158555,548,0,0000000000010008
785.237158555,548,130,0000000000010008
785.237158555,513,0,01ed03d50969
785.237158555,513,130,01ed03d50969
785.237158555,800,0,000000000400002f
785.237158555,800,130,000000000400002f
785.237158555,528,1,604ef6f080e78196
785.237158555,529,1,6030281050e791ab
785.241853763,4097,CarState,25df005425e60000
785.241853763,4098,CarState,000002bb0000101e
785.241853763,4099,CarState,002612
785.241853763,4096,CarState,03cc03cd03c503c9
785.247156419,542,1,60fff8000000007f
785.247156419,543,1,60fff80000000080
785.247156419,544,1,600a0000000408a0
785.247156419,545,1,60ff000000040896
785.247156419,546,1,60006400000404f8
785.247156419,547,1,60fa000000040893
785.247156419,548,1,600000000006089c
785.247156419,549,1,60fc000000040897
785.247156419,740,128,adffce0065
785.247156419,296,129,f40190830037
785.247156419,835,128,007863c0000000e9
785.247156419,643,128,0000000000008c
785.247156419,740,2,b20000009d
785.247156419,170,0,284f282c2822282b
785.247156419,170,130,284f282c2822282b
785.247156419,321,129,00000046
785.247156419,512,128,026804428b62
785.247156419,552,0,7fdd008a
785.247156419,552,130,7fdd008a
785.247156419,610,0,0000000b74
785.247156419,610,130,0000000b74
785.247156419,426,0,0000000000b1
785.247156419,426,130,0000000000b1
785.247156419,530,1,6011a6fec803110d
785.247156419,531,1,602a080de0e78104
785.247156419,532,1,6067e2eca0e7e923
785.247156419,533,1,604998ef60e78117
785.247156419,534,1,60077cf760d579a8
785.247156419,535,1,6021fa0e60e7a99a
785.247156419,536,1,601348ffa00361e0
785.247156419,537,1,60119efec00301f4
785.247156419,538,1,60239eff4003c84f
785.247156419,539,1,602d9a0ce0f26993
785.247156419,540,1,60fff8000000007d
785.247156419,541,1,60fff8000000007e
785.247156419,1571,0,1900000000000000
785.247156419,1571,130,1900000000000000
785.25197194,4097,CarState,25eb006f263a0000
785.25197194,4098,CarState,000002bb0000101e
785.25197194,4099,CarState,002612
785.25197194,4096,CarState,03d003da03d003ce
785.257158815,180,0,00000000dc0dce73
785.257158815,180,130,00000000dc0dce73
785.257158815,37,0,00000000700c00a9
785.257158815,37,130,00000000700c00a9
785.257158815,547,0,000000000000002d
785.257158815,547,130,000000000000002d
785.257158815,36,0,01ff020141f880e8
785.257158815,36,130,01ff020141f880e8
785.257158815,740,128,afffc4005d
785.257158815,550,1,6000000000060ca2
785.257158815,836,128,0000010000000050
785.257158815,551,1,600000000006049b
785.257158815,552,1,603e64a2481c
785.257158815,553,1,60fc64a244d7
785.257158815,608,0,08ffed0000ffa1fe
785.257158815,608,130,08ffed0000ffa1fe
785.257158815,170,0,2846281d283f2822
785.257158815,554,1,60fe64c048fc
785.257158815,170,130,2846281d283f2822
785.257158815,555,1,600000b2488d
785.257158815,556,1,600000000094
785.257158815,557,1,600000000095
785.257158815,558,1,600000000096
785.257158815,559,1,600000000097
785.257158815,452,0,05f21c080000cab2
785.257158815,291,1,0108090d40008a
785.257158815,452,130,05f21c080000cab2
785.257158815,560,1,607fff3d6400b8
785.257158815,561,1,60001bf6000003af
785.257158815,562,1,6000fe00fe00fe96
785.257158815,849,0,00000000
785.257158815,849,130,00000000
785.257158815,976,1,b08080808080808b
785.257158815,977,1,b08080808080808c
785.257158815,978,1,b08080808080808d
785.257158815,979,1,b08080808080808e
785.257158815,513,0,01ec03d50a6d
785.257158815,513,130,01ec03d50a6d
785.257158815,466,0,e824017c00208004
785.257158815,466,130,e824017c00208004
785.257158815,352,129,0000081201319c51
785.257158815,353,129,001e0000008007
785.257158815,1572,0,1a00414949400000
785.257158815,1572,130,1a00414949400000
785.2620198569999,4097,CarState,25f5008626370000
785.2620198569999,4098,CarState,000002bb00000fce
785.2620198569999,4099,CarState,002612
785.2620198569999,4096,CarState,03cc03d803ce03d6
785.267159023,37,0,00000000700900a6
785.267159023,37,130,00000000700900a6
785.267159023,464,0,0bf9100000340425
785.267159023,464,130,0bf9100000340425
785.267159023,36,0,01ff01ff420680f4
785.267159023,36,130,01ff01ff420680f4
785.267159023,740,128,b1ffba0055
785.267159023,740,2,b40000009f
785.267159023,705,0,0004e503e8bf0a68
785.267159023,170,0,28312835282b280d
785.267159023,170,130,28312835282b280d
785.267159023,186,0,020100c1
785.267159023,186,130,020100c1
785.267159023,548,0,0000000000010008
785.267159023,548,130,0000000000010008
785.267159023,321,129,00000046
785.267159023,512,128,0261043b8c6b
785.267159023,552,0,01310060
785.267159023,552,130,01310060
785.267159023,467,0,00a84181fc000042
785.267159023,467,130,00a84181fc000042
785.267159023,1596,0,98005a5245172060
785.267159023,1596,130,98005a5245172060
785.2719473569999,4097,CarState,25fb0092261c0000
785.2719473569999,4098,CarState,000002bb00000fce
785.2719473569999,4099,CarState,002612
785.2719473569999,4096,CarState,03d303d203c803d0
785.2772140229999,180,0,00000000e00dc46d
785.2772140229999,180,130,00000000e00dc46d
785.2772140229999,37,0,0000000060070094
785.2772140229999,37,130,0000000060070094
785.2772140229999,547,0,000000000000002d
785.2772140229999,547,130,000000000000002d
785.2772140229999,36,0,01ff01ff420c80fa
785.2772140229999,36,130,01ff01ff420c80fa
785.2772140229999,740,128,b3ffb0004d
785.2772140229999,296,129,f40190830037
785.2772140229999,835,128,007863c0000000e9
785.2772140229999,643,128,0000000000008c
785.2772140229999,705,130,0004e503e8bf0a68
785.2772140229999,608,0,08ffde0000ff93e1
785.2772140229999,608,130,08ffde0000ff93e1
785.2772140229999,513,0,01ed03d50bd0
785.2772140229999,513,130,01ed03d50bd0
785.2772140229999,1568,0,1000001bb0400000
785.2772140229999,1568,130,1000001bb0400000
785.2772140229999,576,1,a844c6870ac4740a
785.2772140229999,577,1,a811c11e16df3016
785.2772140229999,580,1,a004100100dd6f0a
785.2772140229999,581,1,a001100100de5316
785.2772140229999,584,1,a000010000000000
785.2772140229999,1163,2,6606080a02000000
785.2772140229999,1163,128,6606080a02000000
785.2772140229999,1600,0,a800004501a10000
785.2772140229999,1600,130,a800004501a10000
785.282016055,4097,CarState,2601009b261c0000
785.282016055,4098,CarState,000002580000101e
785.282016055,4099,CarState,002612
785.282016055,4096,CarState,03d303d203c803d0
785.287163502,37,0,0000000060060093
785.287163502,37,130,0000000060060093
785.287163502,36,0,01ff0201420a80fb
785.287163502,36,130,01ff0201420a80fb
785.287163502,740,128,b5ffa60045
785.287163502,740,2,b8000000a3
785.287163502,170,0,2817283828152815
785.287163502,170,130,2817283828152815
785.287163502,452,0,05f71c080000cab7
785.287163502,452,130,05f71c080000cab7
785.287163502,186,0,01ff00be
785.287163502,186,130,01ff00be
785.287163502,548,0,0000000000010008
785.287163502,548,130,0000000000010008
785.287163502,321,129,00000046
785.287163502,512,128,025e04388d7e
785.287163502,800,0,000000000300002e
785.287163502,800,130,000000000300002e
785.287163502,610,0,0000000b74
785.287163502,610,130,0000000b74
785.287163502,528,1,614e8ef060e7810f
785.287163502,529,1,612fd01040e78133
785.287163502,1597,0,99004445584e4b00
785.287163502,1597,130,99004445584e4b00
785.292268919,4097,CarState,2603009c26030000
785.292268919,4098,CarState,000002580000101e
785.292268919,4099,CarState,002612
785.292268919,4096,CarState,03d403cb03ca03ca
785.2971650129999,542,1,61fff80000000080
785.2971650129999,180,0,00000000e80dbc6d
785.2971650129999,543,1,61fff80000000081
785.2971650129999,180,130,00000000e80dbc6d
785.2971650129999,37,0,0000000060050092
785.2971650129999,37,130,0000000060050092
785.2971650129999,547,0,000000000000002d
785.2971650129999,547,130,000000000000002d
785.2971650129999,464,0,0bf210000034041e
785.2971650129999,544,1,6100000000040897
785.2971650129999,464,130,0bf210000034041e
785.2971650129999,36,0,02000205420580fc
785.2971650129999,545,1,61fc000000040894
785.2971650129999,36,130,02000205420580fc
785.2971650129999,546,1,61fa6400000404f3
785.2971650129999,547,1,610000000004089a
785.2971650129999,548,1,61000000180604b1
785.2971650129999,549,1,61fc000000040898
785.2971650129999,740,128,b7ff9c003d
785.2971650129999,608,0,08fff10000ff8ff0
785.2971650129999,608,130,08fff10000ff8ff0
785.2971650129999,170,0,2823283328092824
785.2971650129999,170,130,2823283328092824
785.2971650129999,513,0,01ed03d50c78
785.2971650129999,513,130,01ed03d50c78
785.2971650129999,552,0,02080038
785.2971650129999,552,130,02080038
785.2971650129999,466,0,e824017e00208006
785.2971650129999,466,130,e824017e00208006
785.2971650129999,467,0,00a84181fc000042
785.2971650129999,467,130,00a84181fc000042
785.2971650129999,426,0,0000000000b1
785.2971650129999,426,130,0000000000b1
785.2971650129999,530,1,6111b6fec803010e
785.2971650129999,531,1,6129aa0de0e781a6
785.2971650129999,532,1,6104dc06b0e8605d
785.2971650129999,533,1,614932ef20e77162
785.2971650129999,534,1,6106d2f760d579fe
785.2971650129999,535,1,61219a0e60e7a93b
785.2971650129999,536,1,611374ff800331bd
785.2971650129999,537,1,6111a0fec002f1e6
785.2971650129999,538,1,6123acff4003c85e
785.2971650129999,539,1,612d640ce0f2695e
785.2971650129999,540,1,61fff8000000007e
785.2971650129999,541,1,61fff8000000007f
785.2971650129999,1664,0,d800010000000000
785.2971650129999,1664,130,d800010000000000
785.302920377,4097,CarState,2605009e260a0000
785.302920377,4098,CarState,000002580000101e
785.302920377,4099,CarState,002612
785.302920377,4096,CarState,03d203ce03ce03c7
785.307159909,740,128,b9ff920035
785.307159909,296,129,f40190830037
785.307159909,835,128,007863c0000000e9
785.307159909,643,128,0000000000008c
785.307159909,550,1,6100000000060ca3
785.307159909,836,128,0000010000000050
785.307159909,551,1,610000000006049c
785.307159909,705,0,0004de03eabf0962
785.307159909,552,1,61f4648248b3
785.307159909,705,130,0004de03eabf0962
785.307159909,553,1,61fc64a244d8
785.307159909,170,0,281f28222814280e
785.307159909,554,1,610064c048ff
785.307159909,170,130,281f28222814280e
785.307159909,555,1,610000b2488e
785.307159909,556,1,610000000095
785.307159909,557,1,610000000096
785.307159909,558,1,610000000097
785.307159909,559,1,610000000098
785.307159909,452,0,05fa1c080000caba
785.307159909,452,130,05fa1c080000caba
785.307159909,560,1,617fff3d6500ba
785.307159909,561,1,61001bf6000003b0
785.307159909,562,1,6100fe00fe00fe97
785.307159909,321,129,00000046
785.307159909,512,128,025f04398e3f
785.307159909,869,128,00000080fc0008
785.307159909,870,128,007207ff09fe00
785.307159909,1017,0,5198260100000014
785.307159909,1017,130,5198260100000014
785.307159909,1042,128,54040c00002c3802
785.307159909,1041,128,0020000010008000
785.307159909,1227,128,0c00000000000000
785.307159909,1779,0,2000000000000000
785.307159909,1779,130,2000000000000000
785.315361263,4097,CarState,2605009925f30000
785.315361263,4098,CarState,000002580000101e
785.315361263,4099,CarState,002612
785.315361263,4096,CarState,03ce03cd03c803ca
785.315746315,4100,UbloxGnss,000001fb08511212
785.317168919,37,0,0000000050050082
785.317168919,37,130,0000000050050082
785.317168919,36,0,020001ff420380f3
785.317168919,36,130,020001ff420380f3
785.317168919,740,128,bbff88002d
785.317168919,740,2,ba000000a5
785.317168919,608,0,08ffe60000ff75cb
785.317168919,608,130,08ffe60000ff75cb
785.317168919,170,0,281d2827282a280c
785.317168919,170,130,281d2827282a280c
785.317168919,849,0,00000000
785.317168919,849,130,00000000
785.317168919,186,0,020500c5
785.317168919,186,130,020500c5
785.317168919,548,0,0000000000010008
785.317168919,548,130,0000000000010008
785.317168919,513,0,01ed03d50dce
785.317168919,513,130,01ed03d50dce
785.317168919,552,0,016d009c
785.317168919,552,130,016d009c
785.317168919,832,1,b303ff0000000000
785.317168919,833,1,b303ff0000000001
785.317168919,834,1,b303ff0000000002
785.317168919,835,1,b303ff0000000003
785.317168919,836,1,b303ff0000000004
785.317168919,837,1,b303ff0000000005
785.317168919,867,1,b3fac606c5ffd883
785.317168919,868,1,b300096800000093
785.317168919,869,1,b3fd8dfff00a00a6
785.317168919,916,0,0000
785.317168919,916,130,0000
785.3227239189999,4097,CarState,2606009926030000
785.3227239189999,4098,CarState,000001f40000101e
785.3227239189999,4099,CarState,002612
785.3227239189999,4096,CarState,03cf03cc03c803d0
785.327159544,180,0,00000000ec0db368
785.327159544,180,130,00000000ec0db368
785.327159544,37,0,0000000040040071
785.327159544,37,130,0000000040040071
785.327159544,547,0,000000000000002d
